63.3845	20.7725	0.4215
63.2048	21.6151	0.3769
77.5292	19.3073	0.6805
79.9589	12.5944	0.7992
55.1264	8.171	0.0387
85.6409	20.0204	0.861
80.3029	16.2175	0.8013
64.6035	20.4758	0.3959
69.1585	19.9654	0.6068
76.7153	17.1976	0.72
73.162	21.7638	0.6667
83.2857	20.1109	0.8541
51.6291	17.8558	0.2123
84.7412	17.3734	0.8369
54.6835	12.1219	0.1314
85.7594	14.7218	0.8729
85.0946	14.5413	0.8483
65.2086	26.6487	0.5756
84.6409	13.3633	0.8601
67.7197	23.1847	0.5494
62.3491	21.9799	0.4715
64.0992	28.843	0.5282
77.7903	21.3785	0.749
81.0805	24.5038	0.7611
70.3354	22.3569	0.6041
92.0932	15.7456	0.9045
71.6039	22.5317	0.6333
90.8378	10.9489	0.9317
93.6516	5.1116	0.9953
50.9199	8.2569	0.0
65.8163	18.5695	0.3661
51.3585	21.5055	0.2705
94.8628	8.5133	0.9652
65.8547	25.6237	0.5288
88.8612	12.0883	0.92
81.2565	21.0578	0.7765
53.2933	7.7212	0.029
53.7232	6.9714	0.0427
39.1391	15.6056	0.085
53.2229	11.7456	0.0754
88.398	20.8493	0.8681
75.4821	16.1762	0.6288
80.7709	14.7298	0.7505
54.047	12.2754	0.1439
96.4512	3.0642	1.0
51.3035	10.4399	0.0653
76.7296	23.2599	0.7077
90.8089	13.8092	0.9095
83.6401	14.9854	0.8661
97.2453	2.9366	1.0
47.5253	19.5218	0.2154
85.4945	13.7886	0.8605
61.7455	22.0861	0.3889
74.553	17.6824	0.7441
87.0807	20.7151	0.8426
39.6821	13.0195	0.0563
75.9541	23.1455	0.7532
66.8146	26.835	0.544
80.9916	16.5039	0.8074
80.3032	16.2455	0.8287
54.4493	9.3499	0.0693
82.2645	9.8221	0.8679
70.4434	26.3159	0.6199
38.868	9.9442	0.0
82.4243	23.8986	0.8234
79.1854	16.5322	0.75
79.8498	12.8132	0.8069
78.3074	27.0925	0.7325
55.559	19.2862	0.2646
74.9358	19.948	0.6813
87.1425	10.7249	0.9006
62.2346	27.9622	0.4865
75.8192	23.124	0.7455
94.6541	5.7091	0.9874
88.603	16.1789	0.9214
62.1703	16.2819	0.2521
76.6884	22.6023	0.6127
37.4003	5.788	0.0
90.6358	11.2553	0.9167
92.8076	8.8502	0.9557
74.5138	22.7896	0.6504
58.5946	12.8941	0.226
70.2443	20.2743	0.6404
50.3722	4.6048	0.0
88.5617	9.1876	0.9422
58.7273	12.4161	0.2168
69.0439	28.9514	0.6107
58.182	13.0346	0.2139
78.7263	20.4933	0.7432
76.3132	15.1382	0.6389
71.8218	21.7532	0.6556
81.4935	17.5301	0.7811
61.1116	17.6391	0.3786
64.9753	27.1509	0.5153
65.1799	10.8559	0.4403
86.4301	7.7798	0.9647
66.8736	10.9942	0.4854
39.605	11.7293	0.0564
73.5005	18.8189	0.6341
71.1986	10.9609	0.4955
67.3019	28.3187	0.5512
91.0992	13.6066	0.9244
50.8746	22.1513	0.3055
67.0418	16.6239	0.4562
45.8956	14.2643	0.0714
87.0013	21.5857	0.8211
83.2445	14.5042	0.887
90.776	10.6117	0.924
68.6697	17.7483	0.5604
70.9761	17.5764	0.6212
59.3698	23.2759	0.422
62.1514	22.6198	0.4396
67.2512	21.4858	0.5312
75.6834	23.523	0.7433
82.2519	16.5371	0.8118
69.6801	13.6451	0.6554
59.8725	27.0537	0.4614
67.1863	25.872	0.5621
86.678	18.6094	0.8249
95.1974	4.4499	0.9947
67.303	24.1763	0.5566
49.1743	18.2153	0.1933
89.1155	14.2985	0.909
61.05	15.9792	0.419
70.5091	19.2359	0.5987
57.7894	12.8986	0.2339
97.3672	3.1381	0.9905
50.0643	16.301	0.2038
86.7806	10.8508	0.9444
82.6983	14.262	0.8626
72.2541	18.6432	0.5421
70.1766	26.8914	0.595
35.6435	12.9876	0.0344
70.795	27.0969	0.6055
57.2185	24.1323	0.2773
48.2734	10.8255	0.061
91.7495	12.0324	0.9271
62.6416	12.5003	0.2951
80.4021	20.4698	0.7835
63.6339	21.3643	0.4549
97.96	2.147	1.0
82.7591	20.2839	0.8065
58.5864	23.3306	0.3597
60.9124	9.1947	0.1589
73.9128	24.1332	0.6168
67.2169	26.9969	0.5869
95.9331	6.1044	0.9857
69.5011	25.3468	0.5188
85.0333	4.445	0.9841
78.3212	20.6221	0.7222
65.8932	21.5245	0.5398
78.4346	12.8741	0.7945
34.445	8.7148	0.0
50.4496	11.0213	0.07
48.3793	20.1104	0.1988
38.5308	13.5154	0.0046
91.2531	9.6557	0.9498
65.0525	25.3083	0.479
84.3985	20.5743	0.8155
69.0333	23.1675	0.6007
86.4936	16.8647	0.8507
49.5056	6.6636	0.0
85.4	16.3849	0.849
85.0387	14.3708	0.8353
63.6423	25.9612	0.4721
