240	24.543	15460.8009	64.42	8.7265	10.9173	20.1747
375	26.4064	23327.9219	62.2078	9.2643	11.8622	21.6969
1655	63.3778	91813.695	55.4766	13.02	17.1114	59.619
315	24.0256	19185.7913	60.9073	7.3389	12.4247	19.2093
323	22.8068	17229.8367	53.3431	7.0529	10.6942	18.869
190	26.651	16216.7572	85.3514	7.5127	9.2549	23.8365
260	28.5734	21151.7468	81.3529	6.5391	10.223	25.8683
140	31.5926	18446.0687	131.7576	9.27	15.9981	25.6168
91	20.8403	8922.9064	98.0539	5.1996	10.0988	17.4728
267	23.3548	23688.7483	88.7219	10.1076	13.929	15.7881
162	19.2131	10097.3944	62.3296	5.7714	7.6745	16.6414
322	23.855	17538.6705	54.4679	9.4776	10.6259	19.1396
701	32.8589	35726.9926	50.9658	10.1455	13.2481	28.3066
216	26.247	18622.0387	86.2131	6.9079	11.0807	22.7685
76	26.0684	8989.1264	118.278	3.855	11.6402	23.0045
295	27.5354	22280.2607	75.5263	8.5695	16.7295	20.1218
417	22.5349	21459.6673	51.462	10.1008	12.4745	15.8171
870	53.3512	102152.2677	117.4164	25.9341	28.3921	36.9818
133	29.5372	11375.3854	85.5292	6.1393	8.004	27.7613
190	24.48	14292.1996	75.2221	6.2389	8.9645	21.9086
426	21.5776	19414.6131	45.5742	9.8072	12.0581	14.967
101	41.2509	11870.9721	117.5344	4.4108	6.9437	40.4224
865	50.8586	43448.3098	50.2293	9.5779	15.8831	47.356
438	47.029	48035.1894	109.6694	19.2094	25.3866	34.6157
442	36.9241	42248.4825	95.5848	12.983	16.7572	30.2329
181	30.9378	15554.0365	85.9339	6.5419	10.6358	28.306
338	27.7697	19508.4829	57.7174	7.4056	9.9795	24.834
127	17.9384	10328.7467	81.3287	7.1348	9.4258	13.492
735	27.7712	32914.3122	44.7814	12.6284	17.0599	17.9088
401	22.975	22297.9028	55.6057	8.8854	14.0423	15.8655
597	29.0706	36170.0923	60.5864	10.7256	16.3205	21.5338
352	23.7443	23112.9305	65.6617	10.2697	13.3767	16.7149
834	37.4776	55146.3686	66.1227	14.7579	16.4466	30.2702
348	36.1473	33435.9571	96.0803	13.4961	18.206	28.1607
100	32.5356	9688.0528	96.8805	5.374	6.5887	31.405
166	17.5693	14767.5779	88.9613	7.9733	10.4979	11.6146
456	23.063	20063.4921	43.9989	7.9358	11.8814	18.1041
413	25.0871	23829.4032	57.6983	9.3994	13.0784	19.2346
373	37.4254	27559.3203	73.8856	8.4754	10.8395	34.8043
84	15.3078	7420.7657	88.3424	5.5683	6.3295	12.7773
580	49.7711	65291.9078	112.5723	24.2366	27.502	33.6658
225	27.0183	20769.6781	92.3097	7.4882	15.6982	20.6757
493	35.2504	41474.3075	84.1264	18.5846	19.8981	22.389
524	25.0693	27567.4429	52.6096	10.6556	13.737	18.0616
189	29.0797	16846.2385	89.1335	7.8339	17.271	22.0448
826	38.5993	67562.627	81.7949	19.6882	21.8755	24.9749
313	27.7579	22198.8249	70.9228	7.3912	14.4542	22.5155
343	22.5981	18887.4168	55.0654	8.1505	11.126	17.9013
86	28.4216	9982.3315	116.0736	5.6316	10.7273	25.7099
815	39.1339	47548.4562	58.3417	12.3088	15.4443	33.7851
170	24.4969	15858.5245	93.2854	6.4386	11.8691	20.4394
2165	54.906	113266.1246	52.3169	18.5762	26.8437	44.1476
795	41.5652	70472.1964	88.6443	14.762	20.474	33.0237
342	24.126	20868.415	61.0188	9.3063	12.8187	18.1973
713	33.6955	39902.4226	55.9641	9.7108	20.8359	24.6364
122	50.2022	13069.4933	107.127	5.2991	7.7492	49.3166
603	30.1841	31561.501	52.3408	10.095	15.5767	23.802
393	28.6328	26793.9692	68.178	9.5597	15.9126	21.8
2442	55.96	163716.0294	67.0418	25.8297	29.2895	40.0808
1562	51.7866	141545.7961	90.6183	22.7055	30.6721	35.0077
400	35.8078	25305.563	63.2639	6.9795	14.0973	32.1676
70	20.0803	7594.9542	108.4993	4.2513	11.4975	15.9045
384	20.554	17825.9334	46.4217	8.4473	12.25	14.1791
360	62.9485	40853.4424	113.4818	9.7512	23.5513	57.5566
155	17.2	10528.732	67.9273	7.0091	8.5095	13.2023
734	32.4803	57648.6323	78.5404	16.483	17.6229	21.742
34	27.1298	4488.388	132.0114	2.0804	2.6049	26.9242
246	37.3215	31105.4682	126.445	15.3918	19.6714	27.7313
409	38.9639	39744.3323	97.1744	13.6521	17.8915	31.8073
368	26.5141	22270.6116	60.518	7.8836	13.9516	21.1234
513	26.8924	30742.4077	59.9267	11.7707	13.2846	20.2033
388	23.0972	21176.2676	54.578	9.4776	10.3597	18.3393
305	23.7375	19337.0324	63.4001	8.2645	10.3452	19.7014
350	24.8709	19732.3534	56.3782	8.6734	12.194	19.8655
103	17.6139	8798.1436	85.4189	6.495	6.7139	14.9328
419	27.3314	22263.9713	53.136	8.7739	12.5498	22.6391
958	35.6008	47624.137	49.712	11.8165	20.9195	26.271
314	28.3594	23490.5807	74.8108	8.9978	12.7956	23.6552
301	22.6914	17763.3457	59.0144	7.9385	10.5072	18.4791
698	51.3975	45991.219	65.89	11.3446	26.9822	42.2488
356	32.3856	30761.6474	86.4091	11.5909	17.0893	24.9486
359	29.8374	22148.9452	61.6962	10.6558	11.8882	25.207
262	28.617	18452.8124	70.4306	10.8639	13.3861	22.8412
348	27.2546	20096.2829	57.7479	7.7814	9.004	24.5192
395	31.4972	26516.1384	67.1295	9.2293	15.5407	25.795
335	24.265	21305.6858	63.5991	8.4436	11.6851	19.518
316	21.478	16789.4715	53.1312	8.4499	12.7241	15.0997
185	23.7897	15404.2486	83.2662	7.1068	8.8294	20.9161
206	36.6619	18369.9998	89.1748	7.1452	17.7826	31.2541
1198	39.1082	79563.9018	66.4139	17.5129	21.4085	27.6483
414	42.0664	39314.0538	94.9615	14.2755	26.5266	29.3622
219	28.6702	19221.2968	87.7685	5.8403	16.1488	22.9584
76	33.254	8400.661	110.535	2.8836	4.1563	32.867
178	30.7696	18098.6189	101.6776	7.8166	17.3358	24.1896
269	23.4156	14948.2143	55.5696	6.9384	8.1657	20.82
337	25.6862	21935.9185	65.0917	8.7133	9.7419	22.1124
925	47.918	91710.7378	99.1467	21.0501	28.9246	31.8809
91	14.9168	8378.0	92.0659	6.0834	8.1173	10.9367
1545	58.2097	177567.7344	114.9306	29.5136	33.4275	37.4155
256	26.7709	22921.5875	89.5375	8.6271	14.0565	21.0871
205	35.7244	20342.3491	99.231	10.2845	13.6569	31.368
216	18.4131	13681.4865	63.3402	8.2295	11.0144	12.2475
859	32.9068	43275.1397	50.3785	12.4588	17.201	25.1349
91	17.5351	7017.831	77.119	4.4407	5.644	15.9971
598	41.4698	32827.4622	54.8954	9.3103	12.0069	38.5862
218	38.2681	17409.545	79.8603	7.1437	15.5893	34.2109
73	22.2217	8699.3467	119.1691	8.3542	12.8967	16.0526
301	30.0802	22167.1308	73.645	9.1336	15.1952	24.3003
298	21.7099	16313.8281	54.7444	7.9976	11.5416	16.5575
390	29.3884	22845.603	58.5785	9.4091	12.3516	24.9516
424	32.4144	27881.0903	65.7573	9.1853	17.4291	25.7401
384	21.1078	16641.8184	43.3381	9.4347	9.5651	16.2799
389	31.1168	28209.7396	72.5186	9.8864	11.9653	26.9694
137	31.2294	15474.9395	112.9558	8.5842	9.9563	28.3277
2217	50.0104	107453.4468	48.468	23.7556	26.8575	34.8624
109	21.6193	10969.6511	100.639	6.5934	9.0382	18.4996
232	26.9917	16867.8928	72.7064	6.7455	11.3205	23.5562
597	36.4159	49948.3601	83.6656	14.7085	18.1292	27.9484
168	37.491	21469.8664	127.7968	11.1912	18.4329	30.6685
658	28.6576	38308.0396	58.2189	12.9799	17.4164	18.6935
327	23.9997	22084.9347	67.538	9.9653	12.7736	17.7063
216	15.9631	10344.0401	47.8891	8.5033	9.0224	10.0553
260	33.1071	23126.4538	88.9479	8.8809	13.2519	29.0103
252	33.8694	28457.4939	112.9266	11.9439	15.6398	27.5658
328	23.9622	17303.3473	52.7541	7.4857	10.522	20.1851
258	70.9093	25630.8935	99.3445	9.3935	16.266	68.3762
690	29.3262	35660.1485	51.6814	10.4231	18.6428	20.0956
1006	37.8791	75747.5324	75.2958	18.2709	20.0868	26.4107
1420	56.8299	165910.211	116.8382	31.0003	32.0203	35.2608
354	35.3239	32205.6356	90.9764	8.4169	11.962	32.1534
199	29.0069	15074.7101	75.7523	5.6565	8.0981	27.2732
546	36.457	37072.6901	67.8987	9.2521	11.3817	33.3762
507	27.1351	28999.2618	57.1978	13.3953	15.616	17.6924
304	33.4836	28337.131	93.2142	9.5633	11.1429	30.092
448	23.7918	21560.6386	48.1264	9.7285	13.9427	16.6436
355	25.8947	22383.8695	63.0532	7.9477	11.0647	22.0214
181	29.7558	17489.6292	96.6278	11.9301	13.7897	23.5143
420	23.7615	25890.6762	61.6445	10.8152	14.6177	15.2957
109	26.7052	11398.7326	104.5755	4.9816	16.8117	20.1425
313	36.3944	32186.5814	102.8325	14.3019	18.1326	28.1286
484	24.6877	25163.7423	51.9912	9.6872	13.6534	18.1445
281	36.2551	19776.5627	70.3792	8.3174	8.9742	34.1279
299	24.5723	19294.3509	64.5296	9.9119	10.6246	19.8158
212	19.7651	12906.3578	60.879	8.0962	8.3512	15.9802
733	39.3678	64752.9197	88.3396	17.2692	20.2213	29.0293
357	25.6922	21109.6643	59.1307	9.6508	12.0156	20.5567
578	45.6496	68558.0345	118.6125	21.4513	23.4794	32.7482
120	13.9895	7739.3578	64.4946	6.8458	8.3061	8.9359
304	24.2168	17242.2694	56.718	7.5741	10.4291	20.5017
448	35.3972	27393.6865	61.1466	9.862	12.5875	31.5794
114	24.3347	10703.4895	93.8903	6.6688	9.171	21.5313
984	57.1082	100374.7572	102.0069	19.5216	26.7611	46.5198
362	29.0756	32555.3669	89.932	10.6904	17.5577	20.5628
249	38.8243	31768.4931	127.5843	13.1992	16.4081	32.6172
360	26.7196	23858.3932	66.2733	9.1398	9.524	23.2313
374	23.0195	21679.7089	57.9671	9.1207	12.3802	17.1301
727	42.9556	61616.0191	84.7538	18.4324	19.9708	33.2656
496	24.3873	23080.95	46.5342	9.9064	11.7017	18.965
39	27.1919	5653.8506	144.9705	3.5513	6.8718	26.0685
397	31.1951	33653.4558	84.7694	13.8986	17.1232	22.0626
425	23.2651	23736.3217	55.8502	10.6071	13.135	16.007
110	18.7585	9718.2619	88.3478	5.4738	9.8058	15.0255
1367	46.3823	76665.2191	56.0828	14.2285	17.5664	40.5004
500	23.6701	22772.5824	45.5452	9.9049	12.034	17.8143
255	17.9004	13132.2582	51.4991	8.7171	9.1866	12.6508
322	22.1205	16073.2287	49.9169	8.487	9.8647	17.8878
349	23.4463	17234.3087	49.382	9.6269	11.268	18.1683
1668	46.5051	114110.6364	68.4117	17.5073	25.773	34.5249
410	22.4486	22971.9021	56.029	10.0761	12.2564	15.8806
299	25.1809	23984.3504	80.2152	10.5698	12.7042	18.999
95	18.0649	7791.1907	82.0125	4.5868	5.6777	16.5247
457	32.011	35992.4641	78.7581	10.9185	17.0969	24.7626
663	48.4901	85543.3942	129.0247	21.2961	24.7495	35.85
327	25.4037	19016.6332	58.1548	7.8824	9.4624	22.2189
379	27.6938	24409.1472	64.4041	8.4434	13.4512	22.6875
197	17.6792	10318.1582	52.3764	7.0201	7.629	14.3204
1898	51.6609	144086.147	75.9147	19.6077	24.1766	41.2297
353	27.4432	21421.1182	60.6831	7.1621	16.7597	20.5169
236	34.4574	20936.6183	88.7145	8.591	16.4983	29.0054
268	35.6736	18619.7906	69.4768	10.1011	10.5417	32.5491
945	38.6202	61852.0666	65.4519	17.1957	18.7012	29.0878
291	33.5511	19619.4458	67.4208	6.5243	11.0312	31.0068
1616	43.5165	88477.4705	54.7509	17.9537	20.7833	33.7551
1202	44.6132	89094.9133	74.1222	17.8742	22.3767	34.2072
188	23.2567	14577.6357	77.5406	6.1313	9.909	20.1269
65	19.2498	6774.713	104.2264	5.3877	5.8872	17.5176
221	41.748	22030.3389	99.6848	8.1585	11.2879	39.3563
140	31.326	12487.8646	89.199	5.5572	17.4106	25.4422
203	35.4686	27613.0552	136.0249	15.4391	15.9656	27.6543
339	24.3618	17637.9473	52.0293	8.8344	9.6223	20.5637
820	39.9814	59493.9972	72.5537	16.1665	17.533	32.0898
289	22.0667	17203.6093	59.5281	8.5696	10.2523	17.5611
224	21.9868	14741.5489	65.8105	8.2649	8.8077	18.3721
325	47.0298	36289.4219	111.6598	8.3944	22.484	40.4451
453	22.1445	19746.9082	43.5914	9.1545	11.3688	16.653
306	21.5807	16636.395	54.3673	8.9106	12.7433	14.9644
1131	47.8613	67921.7589	60.0546	14.2092	15.3786	43.0384
226	20.8359	14066.5016	62.2412	8.2654	10.4446	16.0227
159	21.2589	13516.1296	85.0071	6.9135	13.0243	15.3138
