0.43432	0.75926
0.3792	0.7165
0.43505	0.76894
0.32713	0.57095
0.34783	0.75431
0.3998	0.72564
0.37982	0.72153
0.3748	0.69936
0.23777	0.56789
0.35482	0.7227
0.38178	0.7989
0.43272	0.69592
0.54645	0.70738
0.47766	0.6818
0.40792	0.72507
0.40884	0.68346
0.39908	0.60255
0.24412	0.4098
0.48832	0.67271
0.40845	0.63184
0.48191	0.65306
0.40958	0.68079
0.35214	0.71374
0.29516	0.7281
0.33015	0.71739
0.37586	0.67241
0.32168	0.79046
0.55794	0.84481
0.37607	0.68608
0.48557	0.72558
0.31022	0.68244
0.35196	0.77004
0.41114	0.70612
0.16603	0.67557
0.19948	0.45307
0.46103	0.68947
0.39472	0.69219
0.44184	0.73273
0.42595	0.70091
0.8149	0.63493
0.39432	0.67583
0.49013	0.69475
0.41546	0.72671
0.48796	0.64135
0.34336	0.61351
0.47917	0.853
0.47905	0.78109
0.26731	0.60688
0.39051	0.66025
0.31149	0.72807
0.33481	0.63715
0.61067	0.81151
0.37151	0.66136
0.33411	0.72282
0.32946	0.72058
0.3348	0.69183
0.4241	0.70478
0.38801	0.80311
0.39286	0.67239
0.49134	0.71272
0.38816	0.80977
0.52965	0.6885
0.46436	0.72906
0.40983	0.73906
0.40603	0.68084
0.55636	0.70367
0.60034	0.6443
0.45552	0.6673
0.48926	0.72169
0.45428	0.67889
0.28945	0.73428
0.25311	0.64471
0.50399	0.68567
0.49747	0.69358
0.39502	0.66103
0.54668	0.68035
0.42817	0.56829
0.49356	0.63997
0.4126	0.58821
0.60401	0.74648
0.3321	0.60038
0.50167	0.68986
0.18677	0.61148
0.40986	0.62377
0.32642	0.70402
0.33948	0.69129
0.3231	0.73492
0.46686	0.72921
0.45825	0.66414
0.4314	0.68201
0.36156	0.79946
0.43781	0.7142
0.51321	0.7281
0.40455	0.67603
0.43501	0.71575
0.42161	0.64192
0.38503	0.69607
0.37887	0.60728
0.36108	0.77581
0.37521	0.67864
0.41259	0.64343
0.11085	0.66709
0.43096	0.72384
0.349	0.71659
0.51881	0.74862
0.30425	0.83542
0.46737	0.88188
0.4313	0.71582
0.42665	0.64136
0.38734	0.50445
0.58051	0.61278
0.34853	0.66585
0.36114	0.72011
0.39192	0.70044
0.38288	0.71344
0.554	0.72825
0.41436	0.72699
0.41866	0.78009
0.34043	0.7838
0.27327	0.69822
0.40847	0.73643
0.43461	0.76853
0.54118	0.82034
0.39332	0.75278
0.37207	0.71954
0.43341	0.61516
0.43608	0.66819
0.32832	0.86018
0.35268	0.67857
0.25166	0.63461
0.44153	0.66102
0.39586	0.67294
0.42965	0.75451
0.47941	0.70068
0.31951	0.63043
0.44661	0.7016
0.31913	0.8053
0.63061	0.74401
0.41871	0.84647
0.31337	0.69966
0.45562	0.66726
0.36147	0.85225
0.267	0.72595
0.33837	0.77337
0.33207	0.68646
0.2704	0.65715
0.39746	0.69187
0.32713	0.72856
0.44884	0.74251
0.53425	0.72497
0.2214	0.64393
0.48402	0.66878
0.41025	0.66534
0.37666	0.61189
0.42366	0.75835
0.39131	0.60169
0.45924	0.59115
0.32045	0.60199
0.46484	0.63616
0.59473	0.58188
0.35069	0.68634
0.21088	0.54116
0.39335	0.69965
0.66272	0.69312
0.21846	0.51779
0.38576	0.57762
0.47908	0.68369
0.49666	0.67971
0.34298	0.67445
0.26188	0.62788
0.34048	0.67298
0.39054	0.6983
0.4351	0.72116
0.41046	0.71827
0.84808	0.75258
0.38629	0.69389
0.31281	0.54749
0.26442	0.78016
0.43149	0.62179
0.51954	0.61883
0.38216	0.68621
0.36044	0.61265
0.40764	0.72694
0.45738	0.70813
0.25311	0.70042
0.44409	0.79112
0.21614	0.71227
0.3142	0.67081
0.39723	0.63147
0.39052	0.61754
0.29429	0.65198
0.57753	0.819
0.36705	0.75718
0.37192	0.71861
0.40858	0.62904
0.45739	0.64891
0.38106	0.78321
0.31523	0.65568
0.29351	0.68755
0.57173	0.61774
0.4542	0.75142
0.35069	0.63723
0.29864	0.63379
0.32747	0.61012
0.4576	0.74294
0.40716	0.6933
0.84253	0.60637
0.24052	0.5527
0.4407	0.61085
0.44105	0.66299
0.62045	0.62845
0.39059	0.73764
0.19355	0.69081
0.43504	0.69865
0.30137	0.61459
0.36598	0.71584
0.18388	0.68514
0.40734	0.59108
0.33482	0.71055
0.55519	0.76341
0.44494	0.63984
0.35694	0.668
0.49513	0.69463
0.4179	0.72951
0.24427	0.69069
0.36985	0.68231
0.73857	0.75867
0.50042	0.7447
0.55605	0.67836
0.42573	0.75798
0.36663	0.71139
0.2218	0.54609
0.43567	0.71679
0.38427	0.56645
0.21479	0.55582
