0.34255	0.65458
0.47713	0.65064
0.51828	0.7164
0.34615	0.62791
0.51175	0.69063
0.39766	0.73094
0.57351	0.6441
0.39461	0.70526
0.48318	0.66735
0.37496	0.73059
0.49005	0.6448
0.43642	0.78557
0.57547	0.62413
0.37765	0.70523
0.2199	0.48571
0.43682	0.60365
0.31015	0.7037
0.25823	0.74459
0.41033	0.67406
0.34751	0.7211
0.35589	0.69683
0.41547	0.59458
0.39946	0.71605
0.32312	0.71251
0.56918	0.69784
0.42262	0.56937
0.42961	0.65444
0.20292	0.62907
0.41527	0.85661
0.42929	0.68222
0.39368	0.72398
0.39382	0.82365
0.28792	0.65432
0.54112	0.72519
0.34377	0.6935
0.42905	0.68725
0.42804	0.72969
0.6213	0.83376
0.32252	0.6482
0.48152	0.70561
0.42826	0.69905
0.74753	0.86582
0.40611	0.6304
0.37988	0.77984
0.47804	0.69511
0.55438	0.84785
0.45852	0.71907
0.4138	0.74511
0.41424	0.66803
0.30993	0.68144
0.45421	0.67498
0.3214	0.71364
0.76094	0.72994
0.29804	0.68583
0.64719	0.61431
0.38728	0.71575
0.45249	0.72302
0.39736	0.69091
0.34352	0.71757
0.36823	0.84462
0.3552	0.71082
0.3925	0.55802
0.46718	0.67042
0.44795	0.65273
0.55521	0.69076
0.62918	0.72608
0.31163	0.70984
0.4407	0.58485
0.50105	0.69289
0.42254	0.64982
0.53117	0.75678
0.49841	0.77253
0.49471	0.77129
0.50608	0.78465
0.36253	0.79626
0.51602	0.7244
0.45337	0.70918
0.47869	0.73087
0.52382	0.77869
0.32849	0.5514
0.39371	0.65169
0.33749	0.69776
0.44156	0.67878
0.48633	0.76601
0.3505	0.72108
0.36054	0.77617
0.55852	0.71032
0.34141	0.8135
0.49487	0.67473
0.48342	0.72647
0.45647	0.71221
0.48965	0.70609
0.3454	0.74387
0.48502	0.69437
0.38281	0.73429
0.5306	0.72263
0.38416	0.73113
0.23973	0.60531
0.40379	0.78791
0.39879	0.73733
0.56675	0.65619
0.31426	0.81108
0.4012	0.66623
0.44143	0.69157
0.56765	0.71684
0.34062	0.78666
0.54391	0.69511
0.22847	0.75627
0.38772	0.70115
0.45371	0.69601
0.58614	0.75385
0.43971	0.7656
0.36837	0.748
0.40488	0.69329
0.33977	0.58342
0.55567	0.80223
0.48295	0.74791
0.37936	0.66786
0.50376	0.73428
0.44158	0.69663
