82.7543	19.0226	0.8282
60.767	23.1793	0.4187
66.8366	24.2608	0.4511
87.6623	13.0284	0.8811
88.59	9.6614	0.9481
91.1261	14.7048	0.9338
84.7925	21.5648	0.8675
84.845	14.4624	0.8515
79.3057	20.6352	0.7803
90.9824	10.9988	0.9535
88.0167	13.6609	0.9088
90.1253	10.569	0.9343
94.1471	9.703	0.974
88.5146	17.0263	0.8951
70.6512	22.6968	0.6444
79.7533	26.3833	0.7191
80.5935	21.0731	0.7536
87.4483	13.2675	0.9166
93.0614	11.287	0.9481
86.0097	19.9163	0.7988
82.7223	22.0966	0.8002
48.3673	26.5453	0.2438
91.3244	8.7971	0.9585
91.9949	13.3534	0.9415
86.6697	16.413	0.8727
38.0177	4.9767	0.0
67.7924	23.3504	0.4832
87.6647	10.609	0.9314
88.5049	10.8715	0.9482
54.9179	21.02	0.3358
48.6354	22.9596	0.2377
82.2086	14.8815	0.9015
86.1442	16.1638	0.8302
59.2875	7.8564	0.0696
46.0487	18.538	0.1573
81.4636	10.5918	0.8578
78.9445	21.8639	0.6987
72.1949	24.595	0.5744
77.3155	23.0802	0.7477
75.8872	24.6657	0.7283
57.0827	12.6282	0.1407
69.7453	28.4195	0.5417
67.2973	21.579	0.4567
83.3957	16.0059	0.8133
74.266	15.954	0.7535
84.3736	18.2441	0.7926
72.63	22.6134	0.6
89.8272	9.607	0.9524
69.648	22.1281	0.4987
72.3059	24.3434	0.6088
69.6309	27.0309	0.6437
81.4658	21.6156	0.7215
72.277	23.894	0.662
42.7255	4.7664	0.0
59.0893	21.9774	0.4249
80.1665	15.9028	0.7802
62.2737	29.2507	0.4495
73.0185	22.4013	0.6239
80.0301	14.7648	0.8532
57.1952	19.4688	0.3455
98.1759	1.6769	1.0
88.2754	11.3248	0.9231
91.5661	15.0848	0.9128
88.535	11.7399	0.9236
86.1705	11.4109	0.8696
83.7689	16.0216	0.8606
78.2506	20.8263	0.743
92.5428	8.0946	0.9741
91.824	9.7841	0.9429
83.901	20.7479	0.8428
86.8408	18.385	0.8681
59.7502	20.792	0.3557
91.5721	9.3142	0.9486
84.2386	14.5921	0.8657
76.8787	18.7922	0.7807
96.4927	4.8308	0.9904
65.1329	21.8552	0.4558
55.6387	11.696	0.1396
88.9027	10.4062	0.9327
84.2512	23.3431	0.7812
57.8929	21.5525	0.2793
91.8622	15.2593	0.9024
82.8022	15.4358	0.746
47.5266	8.3321	0.008
53.0627	13.9475	0.1086
66.2406	28.7169	0.5041
88.8348	18.4079	0.8767
64.9771	26.5152	0.5619
51.3234	24.5668	0.2586
62.6654	16.1783	0.419
58.4072	19.6341	0.2987
88.3429	11.6983	0.9199
87.3814	13.5402	0.9054
87.927	9.5717	0.9383
74.3437	22.7603	0.6718
60.4686	11.02	0.2059
77.6776	24.1748	0.6959
74.1767	26.6926	0.6134
77.2203	18.7986	0.6282
80.1013	22.9896	0.7035
96.558	6.0644	0.9914
78.6376	24.1056	0.7562
67.2326	12.4983	0.3519
61.8733	17.6453	0.2205
77.3002	23.176	0.726
77.4635	23.7817	0.6691
89.2756	10.8391	0.927
77.1857	22.2226	0.6942
67.8432	24.8749	0.6375
66.2883	15.8628	0.3333
92.0941	8.4681	0.9375
83.397	19.8581	0.8349
88.8599	13.0844	0.8456
80.9201	15.6111	0.7745
88.3645	14.8866	0.9142
97.5789	1.9266	1.0
89.9715	8.4119	0.9645
72.8871	21.524	0.5968
90.0768	8.5132	0.961
82.1037	18.5495	0.7952
87.4787	11.6863	0.9148
63.9989	18.294	0.4122
52.3103	15.0988	0.18
97.9032	3.2729	0.9964
41.0416	2.8995	0.0
82.6738	16.225	0.8812
88.3825	12.6633	0.9089
82.171	10.631	0.8694
88.4856	11.7982	0.8734
93.0935	14.6964	0.9367
85.9989	19.8401	0.8238
93.371	13.5689	0.9297
90.4431	12.8885	0.9118
39.2723	6.9817	0.0
