560	122	183	0.2179	0.3268	
246	46	89	0.187	0.3618	
328	56	113	0.1707	0.3445	
87	12	29	0.1379	0.3333	
1517	326	636	0.2149	0.4192	
341	56	121	0.1642	0.3548	
317	25	52	0.0789	0.164	
274	61	86	0.2226	0.3139	
116	11	33	0.0948	0.2845	
271	34	70	0.1255	0.2583	
397	54	106	0.136	0.267	
600	118	239	0.1967	0.3983	
201	23	56	0.1144	0.2786	
470	103	206	0.2191	0.4383	
336	85	155	0.253	0.4613	
80	9	14	0.1125	0.175	
404	84	159	0.2079	0.3936	
357	61	134	0.1709	0.3754	
406	63	133	0.1552	0.3276	
265	50	93	0.1887	0.3509	
619	99	204	0.1599	0.3296	
56	10	16	0.1786	0.2857	
143	24	41	0.1678	0.2867	
222	49	99	0.2207	0.4459	
485	104	208	0.2144	0.4289	
258	55	106	0.2132	0.4109	
401	30	75	0.0748	0.187	
598	107	234	0.1789	0.3913	
155	30	55	0.1935	0.3548	
219	13	32	0.0594	0.1461	
339	65	117	0.1917	0.3451	
59	7	10	0.1186	0.1695	
30	17	20	0.5667	0.6667	
254	29	55	0.1142	0.2165	
239	44	92	0.1841	0.3849	
433	94	171	0.2171	0.3949	
352	54	126	0.1534	0.358	
189	31	68	0.164	0.3598	
368	55	118	0.1495	0.3207	
445	70	136	0.1573	0.3056	
255	24	54	0.0941	0.2118	
87	14	27	0.1609	0.3103	
257	57	105	0.2218	0.4086	
249	46	94	0.1847	0.3775	
288	47	93	0.1632	0.3229	
48	5	6	0.1042	0.125	
512	90	187	0.1758	0.3652	
113	36	54	0.3186	0.4779	
114	16	23	0.1404	0.2018	
312	63	136	0.2019	0.4359	
300	48	90	0.16	0.3	
221	28	73	0.1267	0.3303	
290	58	108	0.2	0.3724	
941	151	383	0.1605	0.407	
416	74	149	0.1779	0.3582	
372	42	80	0.1129	0.2151	
365	76	159	0.2082	0.4356	
239	49	84	0.205	0.3515	
144	72	85	0.5	0.5903	
588	105	218	0.1786	0.3707	
1378	281	554	0.2039	0.402	
341	33	73	0.0968	0.2141	
464	101	216	0.2177	0.4655	
149	14	41	0.094	0.2752	
423	84	186	0.1986	0.4397	
239	40	103	0.1674	0.431	
384	78	162	0.2031	0.4219	
527	85	201	0.1613	0.3814	
290	40	94	0.1379	0.3241	
246	47	91	0.1911	0.3699	
299	108	152	0.3612	0.5084	
374	79	144	0.2112	0.385	
201	38	74	0.1891	0.3682	
149	28	59	0.1879	0.396	
284	60	111	0.2113	0.3908	
187	17	35	0.0909	0.1872	
785	113	223	0.1439	0.2841	
605	89	199	0.1471	0.3289	
328	50	90	0.1524	0.2744	
769	157	260	0.2042	0.3381	
288	50	89	0.1736	0.309	
33	6	12	0.1818	0.3636	
323	38	66	0.1176	0.2043	
127	19	33	0.1496	0.2598	
153	29	50	0.1895	0.3268	
375	30	66	0.08	0.176	
174	21	52	0.1207	0.2989	
303	33	54	0.1089	0.1782	
206	31	72	0.1505	0.3495	
553	112	236	0.2025	0.4268	
432	58	134	0.1343	0.3102	
389	77	147	0.1979	0.3779	
342	84	143	0.2456	0.4181	
67	15	19	0.2239	0.2836	
622	82	165	0.1318	0.2653	
809	145	306	0.1792	0.3782	
476	90	198	0.1891	0.416	
315	43	103	0.1365	0.327	
111	24	38	0.2162	0.3423	
191	34	78	0.178	0.4084	
141	34	66	0.2411	0.4681	
212	23	57	0.1085	0.2689	
473	95	185	0.2008	0.3911	
218	15	36	0.0688	0.1651	
51	38	44	0.7451	0.8627	
401	61	132	0.1521	0.3292	
256	46	95	0.1797	0.3711	
310	36	87	0.1161	0.2806	
421	83	152	0.1971	0.361	
167	36	74	0.2156	0.4431	
307	48	113	0.1564	0.3681	
201	70	95	0.3483	0.4726	
394	73	153	0.1853	0.3883	
250	27	46	0.108	0.184	
100	35	55	0.35	0.55	
368	44	96	0.1196	0.2609	
218	29	69	0.133	0.3165	
789	156	313	0.1977	0.3967	
123	45	61	0.3659	0.4959	
84	34	54	0.4048	0.6429	
382	78	166	0.2042	0.4346	
145	29	56	0.2	0.3862	
545	90	165	0.1651	0.3028	
462	81	157	0.1753	0.3398	
425	57	111	0.1341	0.2612	
113	17	31	0.1504	0.2743	
393	75	161	0.1908	0.4097	
247	41	82	0.166	0.332	
395	42	74	0.1063	0.1873	
260	29	59	0.1115	0.2269	
332	66	150	0.1988	0.4518	
118	18	45	0.1525	0.3814	
256	37	91	0.1445	0.3555	
442	26	52	0.0588	0.1176	
318	76	129	0.239	0.4057	
443	84	169	0.1896	0.3815	
209	43	91	0.2057	0.4354	
330	92	152	0.2788	0.4606	
150	34	67	0.2267	0.4467	
314	26	69	0.0828	0.2197	
729	158	324	0.2167	0.4444	
311	67	145	0.2154	0.4662	
