340	66	139	0.1941	0.4088	
273	49	112	0.1795	0.4103	
679	138	274	0.2032	0.4035	
76	14	25	0.1842	0.3289	
259	55	95	0.2124	0.3668	
48	27	33	0.5625	0.6875	
355	49	101	0.138	0.2845	
337	48	94	0.1424	0.2789	
76	9	27	0.1184	0.3553	
32	3	5	0.0938	0.1562	
235	36	82	0.1532	0.3489	
133	47	85	0.3534	0.6391	
519	55	120	0.106	0.2312	
77	6	14	0.0779	0.1818	
432	67	125	0.1551	0.2894	
412	52	115	0.1262	0.2791	
255	38	90	0.149	0.3529	
508	91	193	0.1791	0.3799	
171	9	13	0.0526	0.076	
865	133	274	0.1538	0.3168	
675	56	124	0.083	0.1837	
308	53	117	0.1721	0.3799	
413	46	72	0.1114	0.1743	
124	30	54	0.2419	0.4355	
350	93	173	0.2657	0.4943	
116	15	38	0.1293	0.3276	
246	57	106	0.2317	0.4309	
339	71	146	0.2094	0.4307	
100	25	41	0.25	0.41	
578	55	132	0.0952	0.2284	
260	56	97	0.2154	0.3731	
133	41	69	0.3083	0.5188	
801	117	249	0.1461	0.3109	
130	45	81	0.3462	0.6231	
621	118	250	0.19	0.4026	
170	32	71	0.1882	0.4176	
338	45	98	0.1331	0.2899	
264	44	102	0.1667	0.3864	
593	105	203	0.1771	0.3423	
313	73	129	0.2332	0.4121	
452	115	180	0.2544	0.3982	
440	56	129	0.1273	0.2932	
109	45	75	0.4128	0.6881	
145	10	15	0.069	0.1034	
192	37	71	0.1927	0.3698	
418	56	102	0.134	0.244	
500	82	164	0.164	0.328	
177	27	48	0.1525	0.2712	
342	39	90	0.114	0.2632	
232	53	95	0.2284	0.4095	
335	61	118	0.1821	0.3522	
538	87	199	0.1617	0.3699	
714	151	278	0.2115	0.3894	
389	67	144	0.1722	0.3702	
98	31	36	0.3163	0.3673	
363	65	153	0.1791	0.4215	
288	75	149	0.2604	0.5174	
150	29	53	0.1933	0.3533	
88	38	58	0.4318	0.6591	
97	9	16	0.0928	0.1649	
525	67	126	0.1276	0.24	
227	39	78	0.1718	0.3436	
461	75	112	0.1627	0.243	
184	20	42	0.1087	0.2283	
246	28	65	0.1138	0.2642	
275	42	92	0.1527	0.3345	
185	37	67	0.2	0.3622	
98	20	47	0.2041	0.4796	
181	38	67	0.2099	0.3702	
254	28	46	0.1102	0.1811	
255	50	112	0.1961	0.4392	
614	112	213	0.1824	0.3469	
420	38	100	0.0905	0.2381	
384	79	140	0.2057	0.3646	
471	95	199	0.2017	0.4225	
331	67	87	0.2024	0.2628	
307	35	69	0.114	0.2248	
169	23	46	0.1361	0.2722	
223	45	87	0.2018	0.3901	
469	71	128	0.1514	0.2729	
240	35	102	0.1458	0.425	
31	7	7	0.2258	0.2258	
217	19	45	0.0876	0.2074	
