460	58	114	0.1261	0.2478	
89	23	34	0.2584	0.382	
204	53	85	0.2598	0.4167	
638	272	398	0.4263	0.6238	
126	10	20	0.0794	0.1587	
200	48	94	0.24	0.47	
98	61	72	0.6224	0.7347	
62	2	2	0.0323	0.0323	
113	33	56	0.292	0.4956	
81	25	41	0.3086	0.5062	
113	48	65	0.4248	0.5752	
33	3	5	0.0909	0.1515	
171	103	114	0.6023	0.6667	
162	39	58	0.2407	0.358	
351	90	150	0.2564	0.4274	
2062	825	1081	0.4001	0.5242	
77	30	52	0.3896	0.6753	
491	48	84	0.0978	0.1711	
197	167	172	0.8477	0.8731	
283	26	55	0.0919	0.1943	
612	146	217	0.2386	0.3546	
98	26	32	0.2653	0.3265	
287	53	113	0.1847	0.3937	
185	85	100	0.4595	0.5405	
302	44	89	0.1457	0.2947	
448	67	123	0.1496	0.2746	
206	30	49	0.1456	0.2379	
114	71	81	0.6228	0.7105	
63	3	3	0.0476	0.0476	
389	115	180	0.2956	0.4627	
190	31	61	0.1632	0.3211	
828	190	307	0.2295	0.3708	
88	33	35	0.375	0.3977	
103	99	103	0.9612	1.0	
560	108	177	0.1929	0.3161	
52	11	19	0.2115	0.3654	
384	66	123	0.1719	0.3203	
436	169	222	0.3876	0.5092	
349	97	152	0.2779	0.4355	
150	40	71	0.2667	0.4733	
658	101	258	0.1535	0.3921	
239	81	108	0.3389	0.4519	
201	36	68	0.1791	0.3383	
78	52	54	0.6667	0.6923	
122	28	39	0.2295	0.3197	
153	26	54	0.1699	0.3529	
414	58	145	0.1401	0.3502	
61	14	25	0.2295	0.4098	
223	73	129	0.3274	0.5785	
74	4	4	0.0541	0.0541	
509	75	162	0.1473	0.3183	
189	20	42	0.1058	0.2222	
213	25	33	0.1174	0.1549	
1208	136	269	0.1126	0.2227	
313	74	140	0.2364	0.4473	
104	31	41	0.2981	0.3942	
278	70	116	0.2518	0.4173	
622	125	231	0.201	0.3714	
334	154	200	0.4611	0.5988	
232	54	127	0.2328	0.5474	
306	113	159	0.3693	0.5196	
101	77	91	0.7624	0.901	
84	39	50	0.4643	0.5952	
167	58	94	0.3473	0.5629	
334	125	176	0.3743	0.5269	
143	16	18	0.1119	0.1259	
189	19	29	0.1005	0.1534	
920	179	330	0.1946	0.3587	
191	6	18	0.0314	0.0942	
69	23	34	0.3333	0.4928	
1209	223	387	0.1844	0.3201	
853	121	222	0.1419	0.2603	
1533	422	638	0.2753	0.4162	
213	113	159	0.5305	0.7465	
72	38	55	0.5278	0.7639	
57	16	35	0.2807	0.614	
500	117	218	0.234	0.436	
476	82	149	0.1723	0.313	
294	73	119	0.2483	0.4048	
307	112	140	0.3648	0.456	
207	154	171	0.744	0.8261	
136	32	60	0.2353	0.4412	
174	35	68	0.2011	0.3908	
614	110	202	0.1792	0.329	
94	21	28	0.2234	0.2979	
218	64	95	0.2936	0.4358	
55	4	7	0.0727	0.1273	
260	85	141	0.3269	0.5423	
324	76	125	0.2346	0.3858	
226	114	141	0.5044	0.6239	
200	34	63	0.17	0.315	
183	90	110	0.4918	0.6011	
654	411	481	0.6284	0.7355	
259	17	41	0.0656	0.1583	
199	90	122	0.4523	0.6131	
285	49	95	0.1719	0.3333	
247	148	169	0.5992	0.6842	
112	72	87	0.6429	0.7768	
143	31	69	0.2168	0.4825	
475	151	244	0.3179	0.5137	
53	5	14	0.0943	0.2642	
804	388	526	0.4826	0.6542	
231	39	81	0.1688	0.3506	
351	46	100	0.1311	0.2849	
485	261	324	0.5381	0.668	
402	76	150	0.1891	0.3731	
369	53	108	0.1436	0.2927	
143	26	37	0.1818	0.2587	
99	13	27	0.1313	0.2727	
163	64	85	0.3926	0.5215	
222	36	73	0.1622	0.3288	
125	65	96	0.52	0.768	
207	56	97	0.2705	0.4686	
580	74	165	0.1276	0.2845	
230	66	104	0.287	0.4522	
147	28	52	0.1905	0.3537	
182	29	43	0.1593	0.2363	
379	57	76	0.1504	0.2005	
788	289	532	0.3668	0.6751	
162	26	38	0.1605	0.2346	
542	116	149	0.214	0.2749	
255	54	107	0.2118	0.4196	
83	30	59	0.3614	0.7108	
198	51	94	0.2576	0.4747	
573	138	217	0.2408	0.3787	
53	32	39	0.6038	0.7358	
219	44	86	0.2009	0.3927	
259	57	88	0.2201	0.3398	
472	62	111	0.1314	0.2352	
195	20	55	0.1026	0.2821	
44	10	15	0.2273	0.3409	
254	29	45	0.1142	0.1772	
354	67	129	0.1893	0.3644	
83	42	57	0.506	0.6867	
113	9	16	0.0796	0.1416	
159	73	79	0.4591	0.4969	
261	128	177	0.4904	0.6782	
167	32	42	0.1916	0.2515	
99	39	49	0.3939	0.4949	
380	101	178	0.2658	0.4684	
91	9	17	0.0989	0.1868	
490	151	215	0.3082	0.4388	
143	33	70	0.2308	0.4895	
183	42	81	0.2295	0.4426	
323	105	165	0.3251	0.5108	
183	25	39	0.1366	0.2131	
49	13	19	0.2653	0.3878	
1218	219	386	0.1798	0.3169	
239	127	159	0.5314	0.6653	
188	59	107	0.3138	0.5691	
100	35	40	0.35	0.4	
270	61	125	0.2259	0.463	
148	66	81	0.4459	0.5473	
94	25	32	0.266	0.3404	
113	47	69	0.4159	0.6106	
1366	527	801	0.3858	0.5864	
107	22	36	0.2056	0.3364	
109	23	42	0.211	0.3853	
142	29	35	0.2042	0.2465	
380	82	157	0.2158	0.4132	
67	30	40	0.4478	0.597	
204	3	4	0.0147	0.0196	
94	28	38	0.2979	0.4043	
54	34	42	0.6296	0.7778	
130	69	87	0.5308	0.6692	
559	138	275	0.2469	0.4919	
111	19	35	0.1712	0.3153	
341	192	256	0.563	0.7507	
154	123	130	0.7987	0.8442	
195	80	116	0.4103	0.5949	
1036	198	332	0.1911	0.3205	
561	194	260	0.3458	0.4635	
300	87	157	0.29	0.5233	
158	50	85	0.3165	0.538	
159	50	83	0.3145	0.522	
445	190	263	0.427	0.591	
645	356	425	0.5519	0.6589	
122	35	47	0.2869	0.3852	
119	88	103	0.7395	0.8655	
69	14	25	0.2029	0.3623	
257	75	112	0.2918	0.4358	
722	352	459	0.4875	0.6357	
118	46	74	0.3898	0.6271	
74	33	40	0.4459	0.5405	
260	122	165	0.4692	0.6346	
182	20	45	0.1099	0.2473	
194	104	154	0.5361	0.7938	
722	147	277	0.2036	0.3837	
270	86	137	0.3185	0.5074	
268	26	58	0.097	0.2164	
321	82	139	0.2555	0.433	
282	60	76	0.2128	0.2695	
454	107	157	0.2357	0.3458	
668	174	276	0.2605	0.4132	
618	81	183	0.1311	0.2961	
151	42	73	0.2781	0.4834	
692	178	348	0.2572	0.5029	
130	57	87	0.4385	0.6692	
552	140	241	0.2536	0.4366	
410	114	186	0.278	0.4537	
90	54	62	0.6	0.6889	
108	38	52	0.3519	0.4815	
684	128	227	0.1871	0.3319	
771	239	390	0.31	0.5058	
111	10	25	0.0901	0.2252	
124	77	94	0.621	0.7581	
421	97	162	0.2304	0.3848	
378	74	143	0.1958	0.3783	
94	51	62	0.5426	0.6596	
525	88	166	0.1676	0.3162	
799	333	451	0.4168	0.5645	
170	56	75	0.3294	0.4412	
288	91	158	0.316	0.5486	
272	66	137	0.2426	0.5037	
66	19	24	0.2879	0.3636	
238	108	160	0.4538	0.6723	
201	17	24	0.0846	0.1194	
223	92	135	0.4126	0.6054	
445	143	218	0.3213	0.4899	
119	48	73	0.4034	0.6134	
181	68	87	0.3757	0.4807	
200	78	113	0.39	0.565	
242	41	69	0.1694	0.2851	
113	9	28	0.0796	0.2478	
234	232	234	0.9915	1.0	
253	106	146	0.419	0.5771	
290	91	139	0.3138	0.4793	
62	2	3	0.0323	0.0484	
69	31	40	0.4493	0.5797	
332	89	113	0.2681	0.3404	
397	299	361	0.7531	0.9093	
442	123	218	0.2783	0.4932	
189	79	107	0.418	0.5661	
512	269	323	0.5254	0.6309	
297	52	86	0.1751	0.2896	
182	107	132	0.5879	0.7253	
260	62	130	0.2385	0.5	
311	89	131	0.2862	0.4212	
