282	66	125	0.234	0.4433	
256	60	113	0.2344	0.4414	
422	44	103	0.1043	0.2441	
280	66	119	0.2357	0.425	
396	73	163	0.1843	0.4116	
356	72	141	0.2022	0.3961	
282	54	99	0.1915	0.3511	
219	37	70	0.1689	0.3196	
62	16	34	0.2581	0.5484	
588	125	244	0.2126	0.415	
197	33	80	0.1675	0.4061	
269	39	96	0.145	0.3569	
291	51	98	0.1753	0.3368	
310	62	113	0.2	0.3645	
149	56	79	0.3758	0.5302	
280	45	108	0.1607	0.3857	
633	120	243	0.1896	0.3839	
343	37	88	0.1079	0.2566	
151	23	52	0.1523	0.3444	
235	49	91	0.2085	0.3872	
267	53	103	0.1985	0.3858	
346	55	132	0.159	0.3815	
953	184	381	0.1931	0.3998	
405	96	164	0.237	0.4049	
43	16	23	0.3721	0.5349	
453	87	189	0.1921	0.4172	
209	28	64	0.134	0.3062	
334	83	154	0.2485	0.4611	
415	77	158	0.1855	0.3807	
459	93	187	0.2026	0.4074	
366	65	145	0.1776	0.3962	
571	130	267	0.2277	0.4676	
2271	1834	1994	0.8076	0.878	
166	34	52	0.2048	0.3133	
34	2	2	0.0588	0.0588	
274	55	111	0.2007	0.4051	
383	47	118	0.1227	0.3081	
271	24	50	0.0886	0.1845	
183	19	41	0.1038	0.224	
459	64	159	0.1394	0.3464	
132	33	57	0.25	0.4318	
189	45	76	0.2381	0.4021	
140	17	35	0.1214	0.25	
51	3	9	0.0588	0.1765	
525	102	255	0.1943	0.4857	
302	57	114	0.1887	0.3775	
176	29	72	0.1648	0.4091	
275	42	95	0.1527	0.3455	
31	4	8	0.129	0.2581	
300	64	141	0.2133	0.47	
126	52	77	0.4127	0.6111	
330	59	132	0.1788	0.4	
220	36	71	0.1636	0.3227	
225	34	78	0.1511	0.3467	
456	34	93	0.0746	0.2039	
280	62	130	0.2214	0.4643	
119	41	56	0.3445	0.4706	
234	59	92	0.2521	0.3932	
231	105	149	0.4545	0.645	
159	30	55	0.1887	0.3459	
48	2	4	0.0417	0.0833	
995	578	710	0.5809	0.7136	
237	41	82	0.173	0.346	
104	21	38	0.2019	0.3654	
388	97	171	0.25	0.4407	
239	46	86	0.1925	0.3598	
299	38	100	0.1271	0.3344	
332	72	155	0.2169	0.4669	
87	17	26	0.1954	0.2989	
364	52	132	0.1429	0.3626	
241	75	117	0.3112	0.4855	
35	2	3	0.0571	0.0857	
64	5	10	0.0781	0.1562	
272	43	85	0.1581	0.3125	
146	26	52	0.1781	0.3562	
35	4	5	0.1143	0.1429	
272	42	76	0.1544	0.2794	
180	31	56	0.1722	0.3111	
151	43	79	0.2848	0.5232	
289	47	99	0.1626	0.3426	
39	14	20	0.359	0.5128	
117	15	26	0.1282	0.2222	
516	134	219	0.2597	0.4244	
71	26	32	0.3662	0.4507	
262	46	95	0.1756	0.3626	
103	10	18	0.0971	0.1748	
85	30	41	0.3529	0.4824	
480	91	170	0.1896	0.3542	
163	14	31	0.0859	0.1902	
401	66	141	0.1646	0.3516	
701	142	280	0.2026	0.3994	
395	73	137	0.1848	0.3468	
133	30	41	0.2256	0.3083	
264	50	98	0.1894	0.3712	
226	16	43	0.0708	0.1903	
37	9	18	0.2432	0.4865	
409	42	77	0.1027	0.1883	
739	98	182	0.1326	0.2463	
305	36	102	0.118	0.3344	
436	79	173	0.1812	0.3968	
301	47	90	0.1561	0.299	
209	16	22	0.0766	0.1053	
587	84	165	0.1431	0.2811	
256	21	48	0.082	0.1875	
366	66	129	0.1803	0.3525	
220	36	59	0.1636	0.2682	
504	82	162	0.1627	0.3214	
144	55	73	0.3819	0.5069	
285	57	122	0.2	0.4281	
481	140	259	0.2911	0.5385	
425	43	89	0.1012	0.2094	
394	74	172	0.1878	0.4365	
357	45	78	0.1261	0.2185	
495	101	189	0.204	0.3818	
58	3	7	0.0517	0.1207	
159	38	72	0.239	0.4528	
479	65	129	0.1357	0.2693	
325	37	95	0.1138	0.2923	
306	60	108	0.1961	0.3529	
30	4	4	0.1333	0.1333	
388	82	161	0.2113	0.4149	
253	37	85	0.1462	0.336	
325	47	111	0.1446	0.3415	
341	78	137	0.2287	0.4018	
418	28	42	0.067	0.1005	
498	70	164	0.1406	0.3293	
418	63	146	0.1507	0.3493	
107	17	28	0.1589	0.2617	
130	39	60	0.3	0.4615	
60	8	11	0.1333	0.1833	
749	160	288	0.2136	0.3845	
120	11	31	0.0917	0.2583	
267	137	191	0.5131	0.7154	
188	30	74	0.1596	0.3936	
367	78	166	0.2125	0.4523	
67	23	36	0.3433	0.5373	
204	33	66	0.1618	0.3235	
35	3	6	0.0857	0.1714	
47	17	22	0.3617	0.4681	
201	32	77	0.1592	0.3831	
395	74	152	0.1873	0.3848	
140	14	35	0.1	0.25	
30	29	30	0.9667	1.0	
61	3	3	0.0492	0.0492	
457	128	225	0.2801	0.4923	
264	31	73	0.1174	0.2765	
194	15	38	0.0773	0.1959	
275	62	97	0.2255	0.3527	
664	87	155	0.131	0.2334	
63	12	28	0.1905	0.4444	
917	657	730	0.7165	0.7961	
237	55	105	0.2321	0.443	
58	7	10	0.1207	0.1724	
200	32	62	0.16	0.31	
509	78	166	0.1532	0.3261	
691	131	257	0.1896	0.3719	
321	62	113	0.1931	0.352	
109	28	32	0.2569	0.2936	
35	2	4	0.0571	0.1143	
242	39	63	0.1612	0.2603	
228	41	92	0.1798	0.4035	
494	81	170	0.164	0.3441	
444	110	220	0.2477	0.4955	
227	19	45	0.0837	0.1982	
569	130	282	0.2285	0.4956	
103	21	42	0.2039	0.4078	
167	29	68	0.1737	0.4072	
154	65	93	0.4221	0.6039	
316	59	111	0.1867	0.3513	
114	7	17	0.0614	0.1491	
581	107	221	0.1842	0.3804	
82	16	33	0.1951	0.4024	
111	16	35	0.1441	0.3153	
543	66	147	0.1215	0.2707	
75	12	17	0.16	0.2267	
238	35	71	0.1471	0.2983	
415	114	178	0.2747	0.4289	
137	26	56	0.1898	0.4088	
560	54	110	0.0964	0.1964	
224	41	87	0.183	0.3884	
275	62	120	0.2255	0.4364	
42	7	7	0.1667	0.1667	
105	52	67	0.4952	0.6381	
272	51	112	0.1875	0.4118	
