1.57784	1.31655	0.93594	1.41437	
1.88474	1.64785	1.11552	1.32611	
1.31722	1.09681	0.87539	0.96691	
1.18278	0.94312	0.78396	0.92951	
1.26466	0.99387	0.82813	0.99232	
0.93669	0.8071	0.67087	0.85827	
1.73388	1.49708	1.01983	1.16982	
1.23295	0.98772	0.77943	0.99394	
0.93735	0.86853	0.64851	0.9523	
1.12509	0.91402	0.69735	0.83738	
0.99386	0.87568	0.70337	1.01907	
1.29661	1.02768	0.82545	1.04488	
1.3748	1.07022	0.78722	1.01658	
1.16827	0.9439	0.78918	1.00415	
0.99478	0.79671	0.62721	0.95426	
1.69671	1.6657	1.12901	1.43263	
1.19625	0.90195	0.746	0.93347	
1.03901	0.86971	0.63327	0.81759	
1.01689	0.86108	0.69023	0.79073	
1.25778	0.95994	0.80738	1.07806	
1.59568	1.21934	0.91071	1.23058	
1.42056	1.09486	0.8061	0.8654	
1.7934	1.44422	0.99405	1.38438	
1.58672	1.5626	1.09558	1.10868	
1.51482	1.59352	1.12223	1.24841	
0.93603	0.80734	0.64411	0.85033	
1.15161	0.84087	0.81904	0.9766	
1.18587	0.88754	0.78211	0.98815	
1.34162	1.05052	0.86741	1.02853	
1.51067	1.15339	0.94327	1.08736	
1.53832	1.18997	0.95439	1.12553	
1.28317	1.02751	0.77829	0.94573	
1.10216	0.83076	0.65423	0.93186	
1.51197	1.17014	0.89645	1.23466	
1.56202	1.27296	0.97098	1.13624	
0.84492	0.77378	0.61708	0.84558	
1.56776	1.16501	0.97974	1.17594	
1.79439	1.59486	1.05707	1.43048	
1.65904	1.34646	0.93804	1.34073	
1.69455	1.53957	1.02864	0.93526	
1.46099	1.08645	0.86565	1.12936	
1.67262	1.61272	1.07382	1.47473	
1.76154	1.6009	1.05986	1.35015	
0.81767	0.76512	0.60868	0.84411	
1.00443	0.83534	0.59885	0.80604	
1.45377	1.15057	0.88779	1.17971	
1.27145	0.99451	0.83188	0.98449	
1.3734	1.06226	0.85579	1.09148	
1.55469	1.21497	0.97195	1.15767	
1.3015	0.9923	0.80208	0.98985	
1.24078	0.95944	0.80514	0.99644	
1.58476	1.65988	1.1458	1.3856	
1.37819	1.06094	0.84391	1.0417	
1.36185	1.06736	0.86993	1.12949	
0.96879	0.83208	0.63392	0.81413	
1.06055	0.95069	0.6722	0.79527	
1.3772	1.06511	0.85071	1.13385	
1.58252	1.25498	0.92352	0.95415	
1.10526	0.902	0.71657	0.86367	
0.93521	0.73911	0.59	0.89652	
1.70475	1.35731	0.94295	1.33905	
1.86277	1.76902	1.18961	1.4427	
1.06691	0.85339	0.67073	0.85277	
1.12671	0.90579	0.76479	0.95867	
0.96779	0.81452	0.67001	0.99782	
1.06014	0.87496	0.68196	0.8557	
1.80911	1.74474	1.17432	1.37642	
1.60535	1.6912	1.18501	1.10861	
1.80986	1.6488	1.11492	1.18595	
1.8436	1.66998	1.1149	1.60402	
1.07802	0.87123	0.72853	0.89917	
1.69004	1.47824	1.01525	1.30721	
1.68529	1.6894	1.13652	1.14655	
1.12724	0.9013	0.7093	0.89684	
1.15786	1.01122	0.83604	0.97554	
1.1985	1.21097	0.78707	0.61918	
1.61502	1.22994	0.92649	1.24054	
1.12924	0.92669	0.77981	0.92017	
0.98209	0.87045	0.61906	0.80409	
1.08288	0.89728	0.70972	0.8909	
1.12112	0.92602	0.74923	0.95298	
1.05332	0.90356	0.78558	0.92007	
1.49978	1.16232	0.84416	0.88929	
0.98485	0.86899	0.65913	0.85484	
1.11955	0.98356	0.72213	0.94935	
1.27183	1.065	0.73152	0.89982	
1.65293	1.43347	0.98839	1.37116	
1.72188	1.70665	1.16617	1.68963	
1.51628	1.10364	0.89547	1.0954	
0.81739	0.74681	0.59833	0.74725	
1.66892	1.30675	0.97359	1.14135	
1.87128	1.77624	1.19782	1.3745	
1.02888	0.86378	0.68677	0.86273	
1.62659	1.38859	0.97177	1.11388	
0.79441	0.70239	0.60306	0.80055	
1.0802	0.91139	0.67634	0.76847	
1.13947	0.92639	0.68973	0.82742	
1.52963	1.28558	0.9279	1.0776	
1.15463	0.97356	0.68509	0.91874	
1.04977	0.82348	0.65513	0.83628	
1.57966	1.23467	0.94567	1.24231	
1.111	0.87802	0.73104	0.9336	
1.7903	1.7231	1.16143	1.4299	
1.59992	1.52647	1.02127	1.16511	
1.26926	0.98492	0.7918	0.99765	
0.9482	0.85234	0.70614	0.91041	
1.1881	0.93968	0.70398	0.95374	
1.5233	1.20944	0.85616	0.90274	
1.73359	1.53907	1.0434	1.42652	
1.30547	1.02904	0.79717	1.06783	
0.88953	0.76664	0.72137	0.89855	
0.86101	0.72638	0.60263	0.75859	
1.07377	0.81322	0.66418	0.86049	
1.82248	1.72178	1.15804	1.20676	
1.4398	1.18613	0.78562	0.97043	
1.15048	0.92649	0.67567	0.90557	
1.85901	1.73553	1.13502	1.57248	
1.22113	0.94231	0.82364	0.98788	
1.04252	0.92411	0.73348	0.96635	
1.7789	1.66195	1.10789	1.40728	
1.52241	1.0794	0.88978	1.1621	
1.61118	1.30997	0.92254	1.27001	
1.6273	1.21084	0.98676	1.13438	
1.22071	1.17861	0.83345	0.89687	
1.50613	1.21503	0.91796	1.02926	
1.2169	0.95421	0.73907	0.85503	
1.37612	1.10316	0.89089	1.15553	
1.50665	1.15423	0.92876	1.1733	
1.46126	1.09045	0.8699	1.06494	
1.2695	0.99708	0.7633	0.99709	
1.15087	0.93339	0.76752	0.923	
1.63983	1.62671	1.09662	1.13919	
1.72739	1.67258	1.11319	1.12801	
1.75361	1.63826	1.10217	1.25148	
1.71649	1.44551	0.99657	1.49944	
1.68501	1.40805	0.98397	1.39077	
1.06841	0.86886	0.67211	0.85789	
1.13944	0.92264	0.66275	0.8176	
1.62685	1.21339	0.9737	1.16859	
1.21882	0.93406	0.81092	1.03247	
1.73538	1.33773	0.93118	1.34519	
1.77846	1.62261	1.09751	1.09192	
1.65738	1.49206	1.02942	1.2519	
1.37589	1.25132	0.8821	0.94366	
1.85361	1.77914	1.19716	1.63634	
0.95136	0.75458	0.71278	0.981	
1.60358	1.32812	0.94088	1.31852	
1.5226	1.22786	0.8758	1.42199	
1.49408	1.23313	0.89422	1.13814	
1.32254	1.1438	0.71078	0.57274	
1.73562	1.54602	1.03842	1.45751	
1.3791	1.12113	0.87844	1.15866	
1.09306	0.94288	0.74813	0.9111	
1.49978	1.48406	1.02116	1.09732	
0.93154	0.7696	0.63463	0.89846	
1.7238	1.35284	0.97237	1.25368	
0.9039	0.76548	0.63414	0.87668	
1.10704	0.89663	0.69656	0.97497	
1.26887	1.01039	0.69524	0.88543	
1.49237	1.16338	0.74436	1.02609	
1.48798	1.16481	0.93269	1.12754	
1.57086	1.53551	1.02438	1.52342	
1.00583	0.85758	0.61344	0.79086	
1.59615	1.69799	1.21465	0.99414	
1.10542	0.90267	0.67432	0.90054	
1.05191	0.84629	0.69056	0.93624	
1.16814	0.89953	0.74761	0.97596	
1.44616	1.08441	0.90349	1.12714	
1.46805	1.18286	0.91252	1.01391	
1.34674	1.07168	0.85945	1.16246	
1.6257	1.22943	0.92844	1.34914	
1.10543	0.91286	0.72496	0.95234	
1.13805	0.93269	0.79523	0.93553	
1.58467	1.21274	0.94294	1.2273	
1.09328	0.9135	0.66659	0.86181	
1.00982	0.86981	0.6343	0.81193	
1.53579	1.25313	0.95057	1.14484	
1.10789	0.85993	0.6948	0.9461	
1.56387	1.28464	0.96781	0.81468	
1.29891	0.97227	0.75047	0.8756	
1.37049	1.10503	0.86965	1.13451	
0.98887	0.81418	0.60963	0.84373	
1.10279	0.88786	0.70286	0.83875	
0.98716	0.83726	0.63605	0.81142	
0.0	0.90508	0.76664	0.66331	
1.31346	0.98982	0.81336	0.96782	
1.58073	1.68465	1.15281	1.25141	
1.1877	0.92447	0.76618	1.07234	
1.43076	1.11108	0.8881	1.07881	
1.18088	0.86281	0.70947	1.0057	
1.60234	1.28403	0.91181	1.36789	
